INV No.,UPC,ASIN,LPN,CAT,SUB,Location,Condition,Package Size,NOTES,Sold,Current QTY,QTY's,No in Box,Title,Image Link,Sup Order #,Ship date,Shipped By,Order ID
2654.0,3057067080503,,2EBT2606,SMOKING,,WS3-R3-B,BN,S,,76.0,924.0,1000.0,1.0,Box of OCB KING SIZE Ultra Thin Premium Papers Classic Smoking Paper,https://www.augoods.com.au/assets/thumb/MRK-OCB-KSUT-BOX.jpg,,19/03/2025,gabrieladitya2803@gmail.com,"N82942,N82944,N82950,N82953,N82955,N82957,N82966,N82968,N82970,N82971,N82974,N82977,N82978,N82980,N82983,N82985,N82986,N82988,N82989,N82990,N82992,N82993,N82995,N82996,N82997,N82998,N83000,N83003,N83004,N83006,N83008,N83010,N83011,N83012,N83016,N83017,N83018,N83020,N83021,N83022,N83023,N83026,N83028,N83030,N83032,N83034,N83035,N83039,N83041,N83042,N83044,N83045,N83046,N83048,N83049"
2658.0,3057067102502,,2EBT2580,SMOKING,,WS3-R3-A,BN,S,,115.0,885.0,1000.0,1.0,Box of OCB Premium #1 Black Ultra Thin Papers Regular Size Cigarette Roll,https://www.augoods.com.au/assets/thumb/MRK-OCB-PBUT-BOX.jpg,,25/03/2025,info.afgretail@gmail.com,"N83673,N83674,N83684,N83685,N83687,N83689,N83691,N83692,N83694,N83696,N83697,N83698,N83699,N83703,N83704,N83708,N83711,N83712,N83713,N83715,N83716,N83720,N83722,N83725,N83729,N83730,N83735,N83737,N83738,N83746,N83749,N83751,N83755,N83756,N83763,N83764,N83768"
2681.0,9311616035692,,RANCH-PR-12PK,SMOKING,,WS1-R5-C,BN,S,,192.0,808.0,1000.0,1.0,"Box of Ranch Nano Slim Purple Cigarette Filters, 12 X 130, 1560 Filter Tips",https://www.augoods.com.au/assets/thumb/MRK-RANCH-PR-12PK.jpg,,24/03/2025,info.afgretail@gmail.com,N83534
2683.0,9311616035623,,RANCH-RD-12PK,SMOKING,,WS1-R5-B,BN,S,,82.0,918.0,1000.0,1.0,"Box of Ranch Slim Red Cigarette Filters, 12 X 120, 1440 Filter Tips",https://www.augoods.com.au/assets/thumb/MRK-RANCH-RD-12PK.jpg,,29/03/2025,info.afgretail@gmail.com,"N84168,N84171,N84173,N84176,N84177,N84178,N84181,N84186,N84188,N84189,N84190,N84193,N84194,N84195,N84202,N84208,N84210,N84217,N84218,N84221,N84226,N84229,N84233,N84235"
1467.0,615872599714,B00GW2VE00,,Home,Seasonal Decor,BN37,BN,Letter,,1.0,0.0,1.0,38.0,Boxer Red Snowflakes Holiday Christmas Ceramic Ornament Caroline's Treasures,https://images-na.ssl-images-amazon.com/images/I/51uCL57x%2B9L.jpg,,4/8/2024,info.afgretail@gmail.com,
1936.0,8710755121487,B07915JJBC,,Home,Storage,R1-B6-S0,LN,O,BRAND NEW OPEN BOX.,1.0,0.0,,4.0,"Brabantia BO Pedal BO Pedal Bin 36L Matt Steel FPP,1 Inner Bucket: 36 L,Matt Steel Finger Print Proof",https://images-na.ssl-images-amazon.com/images/I/31R2Nue5VCL.jpg,NL,25/03/2025,info.afgretail@gmail.com,
1890.0,9322732006954,B07CXW8LG5,LPNPM136827816,Apparel,Shoes - Men's,R1-B8-S1,BN,XL,,,1.0,,1.0,"Brando Men's Herman Lace-Up Flats Shoes, Black, 44 EU",https://cdn.shopify.com/s/files/1/0268/4157/9613/products/RIDGE-LZOQ1_900-NERO_1_1200x1200@2x.jpg?v=1597981003,78,,,
1994.0,8021098770257,B00MWU1MX0,,Kitchen,Small Appliances,R1-B3-S1,LN,O,BRAND NEW OPEN BOX.,,1.0,,10.0,"Braun Multiquick 5 Vario, Hand Blender, MQ5137BK, Black",https://images-na.ssl-images-amazon.com/images/I/61mkWhgsakL._AC_SL1020_.jpg,NL,,,
871.0,888414909597,b00nvu45ru,,Kitchen,Bar & Beverage,BN18,BN,S,,1.0,0.0,1.0,6.0,"Break a Leg XOXO. Theater, Actor, Show Business Good Luck Message Note - Sports eco-friendly Water Bottle, 620 ml (21oz) (wb_195571_1)-3dRose",https://i5.walmartimages.com/asr/ea92176b-cd81-4ae2-8533-0f452cbca4bd_1.9dbc430f4232372ba0c38896565b1c3a.jpeg,,22/7/2024,info.afgretail@gmail.com,
1702.0,9312432007863,B075RZKJKC,LPNPM136849277,,,LN2,LN,S,,,1.0,,11.0,"Breville Ezy Electric Carving Knife, White BEK5WHT",https://images-na.ssl-images-amazon.com/images/I/31F0JkVlxpL.jpg,NL,,,
3517.0,355739629016,,2024090926277-BLK,,,WS3-R5-B,BN,Envelope,,,50.0,50.0,2439.0,Broad Matte Black Jet Lighter Metal Flip Top Windproof Fluid Refillable,https://www.augoods.com.au/assets/thumb/MRK-BRD-BLK.jpg,,28/03/2025,,
2591.0,BICMAXIHOLD-BRONZE,,BICMAXIHOLD-BRONZE,SMOKING,,R2-B2-S3,BN,,,6.0,994.0,1000.0,3.0,Bronze Metal Lighter Case Cover Holder Sleeve Pouch For BIC Large Lighter J26,https://www.augoods.com.au/assets/thumb/MRK-BICMAXIHOLD-BRONZE.jpg,,27/02/2025,info.afgretail@gmail.com,N80795
1431.0,6935482090727,,,Office,Printers & Ink,BN37,BN,O,,1.0,0.0,1.0,2.0,"Brother TN360 High Yield Toner Cartridge for Brother Printers (Up to 2,600 Pages), Black",https://images-na.ssl-images-amazon.com/images/I/813xQSVT6lL._AC_SL1500_.jpg,,2/8/2024,info.afgretail@gmail.com,
2835.0,TBCPCH-BROWN,,TBCPCH-BROWN,SMOKING,,WS6-R6-C,BN,,,,200.0,1000.0,1.0,Brown Leather Tobacco Smoking Pipe Pouch Case Bag Cigar Carrying Holder Zipper,https://www.augoods.com.au/assets/thumb/MRK-TBCPCH-BROWN.jpg,,,,
2911.0,355739627258,,,,,WS6-R6-C,BN,,,,50.0,50.0,2.0,Brown Leather Tobacco Smoking Pipe Pouch Case Bag Cigar Carrying Holder Zipper,https://www.augoods.com.au/assets/thumb/MRK-TBCPCH-BROWN.jpg,,27/05/2024,,
3167.0,SNFKIT-BRWN,,,,,WS6-R3-A,BN,Envelope,,,10.0,10.0,3.0,Brown Tobacco Pouch Snuff Tool Sniffer Straw Pouch Bag Pipe Case Pill Bottle,https://www.augoods.com.au/assets/thumb/XN-SNFKIT-BRWN.jpg,,18/08/2024,,
3513.0,716165153412,,,,,WS6-R-6-B,BN,Envelope,,,1.0,1.0,2.0,Buddies Folding Scissors – Portable Pocket Scissors with Keychain,https://www.augoods.com.au/assets/thumb/XN-BUDDYS-SISCR-BLK.webp,,28/03/2025,,
1569.0,763264221467,B009JHF27Q,,Sports Exercise & Fitness,Sports Exercise & Fitness,BN40,BN,Letter,,1.0,0.0,1.0,12.0,"Buffalo Bills Oakland Raiders Impact Keychain, Silver NFL Football",https://images-na.ssl-images-amazon.com/images/I/41sGrS0fN2L.jpg,,5/8/2024,info.afgretail@gmail.com,
1385.0,615872598212,b00gw34e7e,,Home,Seasonal Decor,BN34,BN,Letter,,1.0,0.0,1.0,14.0,"Bulldog English Red Snowflake Holiday Christmas Ceramic Ornament, Caroline's Treasures",https://images-na.ssl-images-amazon.com/images/I/51iP2%2BpLt7L.jpg,,1/8/2024,info.afgretail@gmail.com,
1346.0,848078016963,B01611LOWO,,Electronics,Cables,BN32,BN,Letter,,1.0,0.0,1.0,24.0,"Cablelera LC/LC Fiber Optical Cable, 10 Meter, OM4 Multi-Mode Duplex, Aqua Color",https://images-na.ssl-images-amazon.com/images/I/31fvn1wiTPL.jpg,,31/7/2024,info.afgretail@gmail.com,
755.0,9316755260318,,,,,BN16,BN,S,,1.0,0.0,1.0,1.0,Calidad Epson 200 4-Pack Ink Catridge,https://cdn.shopify.com/s/files/1/0024/9803/5810/products/405803-Product-0-I_large.jpg,,21/7/2024,info.afgretail@gmail.com,
3384.0,355739628934,,15668,,,R4-B0-S2-A,BN,O,,,7.0,7.0,2.0,Call Bell Chrome Plated Desk Service Reception Counter Shop Restaurant,https://www.augoods.com.au/assets/thumb/JD-15668.jpg,,16/02/2025,,
2870.0,9349476405607,,,,,R1-B10-S1,BN,S,,,16.0,16.0,1.0,Calvin Klein Womens Underwear 3 Pack - Small Carousel Cotton Bikini Black/Grey,https://www.augoods.com.au/assets/thumb/TS-9349476405607.jpg,,19/05/2024,,
2890.0,9349476537926,,,,,R1-B10-S1,BN,S,,,20.0,20.0,2.0,Calvin Klein Womens Underwear 3 Pack Pink Blue Grey - Small -Carousel Cotton Bikini,https://www.augoods.com.au/assets/thumb/TS-9349476537926.png,,24/05/2024,,
857.0,4960999864785,B002UD1QTY,,Office,Printers & Ink,BN17,BN,Letter,,1.0,0.0,1.0,72.0,Canon BCI-6M Magenta Ink Cartridge Genuine,https://store.canon.com.au/media/catalog/product/cache/1/base/x1000/17f82f742ffe127f42dca9de82fb58b1/B/C/BCI6M-new-box.png,,22/7/2024,info.afgretail@gmail.com,
1446.0,4960999865232,,,Office,Printers & Ink,BN37,BN,Letter,,1.0,0.0,1.0,17.0,Canon BCI3EBK Black,https://www.inkdepot.com.au/images/large/BCI-3eBK_B.jpg,,2/8/2024,info.afgretail@gmail.com,
218.0,4960999864846,B00E1CZB52,,Office,Printers & Ink,BN6,BN,S,,1.0,0.0,1.0,6.0,Canon BCI6BK Black,https://cdn11.bigcommerce.com/s-9nntib/images/stencil/554x659/products/1908/144846/CI6B__13143__90651__17616.1560952621.jpg?c=2,,8/7/2024,info.afgretail@gmail.com,
219.0,4960999864723,B009A53U8A,,Office,Printers & Ink,BN6,BN,S,,1.0,0.0,1.0,7.0,Canon BCI6PC Photo Cyan,https://images-na.ssl-images-amazon.com/images/I/41J5Ln2JrEL.jpg,,8/7/2024,info.afgretail@gmail.com,
719.0,4960999577517,,,,,BN15,BN,Letter,,1.0,0.0,1.0,20.0,Canon CLI-521M Inkjet Ink Cartridge Magenta Genuine Original,https://d1yfjw4ro643jd.cloudfront.net/4_2014/2ed458a1-083d-45ec-8269-f49e65cc4ec9.jpg,,20/7/2024,info.afgretail@gmail.com,
108.0,4883943157378,B017LVRW1K,,Electronics,Camera & Photo,BN1,BN,S,,1.0,0.0,1.0,107.0,Canon EOS M10 Ultra Light Neoprene Camera Case w Carabiner - Red MG670 -MegaGear,https://images-na.ssl-images-amazon.com/images/I/51MyL-KkUXL.jpg,,5/7/2024,info.afgretail@gmail.com,
707.0,4960999577470,,,,,BN15,BN,Letter,,1.0,0.0,1.0,8.0,Canon Ink Cartridge MP540 Black Ink Genuine Original CLI- 521 BK,https://s3-eu-west-1.amazonaws.com/images.linnlive.com/49ab65adf9b42c8063a005ff39183281/2fb75700-8840-4e16-86b6-1b0dc16ead14.jpg,,20/7/2024,info.afgretail@gmail.com,
721.0,4960999273402,,,,,BN15,BN,S,,1.0,0.0,1.0,22.0,Canon Ink Genuine Original Cartridge PG-50 Black,https://static.winc.com.au/pi/86/8476de9d4161db29cf820a66bc36947cdb49a1-46532/lgsq.jpg,,20/7/2024,info.afgretail@gmail.com,
1512.0,4549292005202,,,,,BN38,BN,S,,1.0,0.0,1.0,35.0,Canon Ink Genuine Original Cartridge PGI-2600BK- Black,https://i.ebayimg.com/images/g/znAAAOSw~t5ee2DG/s-l400.jpg,,4/8/2024,info.afgretail@gmail.com,
1557.0,4549292046304,,,Office,Printers & Ink,BN39,BN,S,,1.0,0.0,1.0,15.0,Canon PFI1000MBK Matte Black ink cartridge for Canon Professional Photo printer,https://images-na.ssl-images-amazon.com/images/I/61mKVeFBa1L._AC_SL1003_.jpg,,5/8/2024,info.afgretail@gmail.com,
734.0,9316755940029,,,,,BN15,BN,S,,1.0,0.0,1.0,35.0,Canon PGI-5Bk 3 Pack Genuine Original Cartridge Inkjet Cartridge Pixma MP500 MP530 MP600 MP800 iP4-Black,https://www.inkowl.com/media/products/RCA-PGI5_details.jpg,,21/7/2024,info.afgretail@gmail.com,
700.0,4960999901794,,,,,BN15,BN,Letter,,1.0,0.0,1.0,1.0,Canon PIXMA PRO100S Ink Cartridge CLI-42Y Yellow Genuine Inkjet Cartridge,https://media.stockinthechannel.com/pic/VTyA2A2bdkiYy69PSnHt8A.c-r.jpg,,19/7/2024,info.afgretail@gmail.com,
107.0,730957271146,B00JTUBJ66,,Electronics,Camera & Photo,BN1,BN,S,,1.0,0.0,1.0,106.0,Canon PowerShot G1 X Mark II Ultra Light Neoprene Camera Case - Gray - MG028- MegaGear,https://images-na.ssl-images-amazon.com/images/I/514GHyqKY-L.jpg,,5/7/2024,info.afgretail@gmail.com,
1333.0,730957271115,b00jtubj5c,,Electronics,Camera & Photo,BN32,BN,S,,4.0,0.0,4.0,11.0,"Canon PowerShot G1 X Mark II Ultra Light Neoprene Camera Case, with Carabiner - Red -MegaGear MG030",https://images-na.ssl-images-amazon.com/images/I/71-KeRv7%2BQL._AC_SL1500_.jpg,,10/3/2025,gabrieladitya2803@gmail.com,N82000
1320.0,689466844962,b013wjwims,,Electronics,Camera & Photo,BN31,BN,M,,1.0,0.0,1.0,18.0,Canon PowerShot G3 X Ever Ready Leather Camera Case with Strap - Black - MG568 -MegaGear,https://images-na.ssl-images-amazon.com/images/I/41CRD4i1YyL.jpg,,31/7/2024,info.afgretail@gmail.com,
1450.0,4549292144116,,,Office,,BN37,BN,Letter,,1.0,0.0,1.0,21.0,Canon Zink Sticky Backed Canon MPPP50 Mini Photo Printer Paper 50 Sheets MPPP50,https://cdn.shopify.com/s/files/1/0788/5983/products/canon-zink-zp-2030-photo-paper-pack-2x3--4549292131352_1_800x.jpg?v=1571709073,,4/8/2024,info.afgretail@gmail.com,
2228.0,9314783615094,,,,,R8-B15-S6,BN,M,,7.0,0.0,7.0,2.0,CARLTON AFL INFLATABLE LILO,,,13/08/2024,info.afgretail@gmail.com,
1849.0,638508003638,B011PZCJ5M,,Kitchen,Cooks' Tools,R1-B9-S0,BN,O,,1.0,0.0,,999.0,"Caroline's Treasures BB1510CMT Fawn Pug Spoiled Dog Lives Here Kitchen or Bath Mat, 20 by 30""",https://images-na.ssl-images-amazon.com/images/I/419e5XFMkcL.jpg,NL,07/08/2024,info.afgretail@gmail.com,
1858.0,638508157904,B01BO03IW6,,Kitchen,Cooks' Tools,R1-B9-S0,BN,O,,1.0,0.0,,3.0,"Caroline's Treasures BDBA0295JCMT""Horse in Stable with Cat"" Kitchen or Bath Mat, 24"" H x 36"" W, Multicolor",https://images-na.ssl-images-amazon.com/images/I/41eJIW39-dL.jpg,1,08/08/2024,info.afgretail@gmail.com,
1848.0,705332196024,B00IVPLYNS,,Home,Decor,R1-B9-S0,BN,O,,1.0,0.0,,999.0,"Caroline's Treasures Bloodhound Indoor or Outdoor Doormat, 24"" x 36"", Multicolor",https://images-na.ssl-images-amazon.com/images/I/51XJ0BxaCvL.jpg,0,07/08/2024,info.afgretail@gmail.com,
924.0,638508595775,b01m4odrkt,,Kitchen,Bar & Beverage,BN20,BN,Letter,,1.0,0.0,1.0,18.0,Caroline's Treasures Blue Schnauzer Set of 2 Cup Holder Car Coasters,https://images-na.ssl-images-amazon.com/images/I/51AqleBCBDL.jpg,,23/7/2024,info.afgretail@gmail.com,
833.0,638508483607,b01m4hkwm1,,Kitchen,Cooks' Tools,BN17,BN,Letter,,3.0,0.0,3.0,48.0,Caroline's Treasures Border Large Terrier Oven Mitt,https://images-na.ssl-images-amazon.com/images/I/51CVDP%2Bm21L.jpg,,17/12/2024,info.afgretail@gmail.com,N73350
1038.0,638508607164,b01mtiofcz,,Kitchen,Cooks' Tools,BN25,BN,Letter,,1.0,0.0,1.0,12.0,"Caroline's Treasures Christmas Corgi Oven Mitt, Multicolor",https://images-na.ssl-images-amazon.com/images/I/51CXysfJ60L.jpg,,25/7/2024,info.afgretail@gmail.com,
1859.0,705332178112,B00IW8R2ZS,,Home,Decor,R1-B9-S0,BN,O,,1.0,0.0,,4.0,"Caroline's Treasures Cupcake Indoor or Outdoor Doormat, Multicolor, 18"" x 27""",https://images-na.ssl-images-amazon.com/images/I/51kM-EXvy5L.jpg,19,08/08/2024,info.afgretail@gmail.com,
1860.0,705332177818,B00IVR6BHU,,Home,Decor,R1-B9-S0,BN,O,,1.0,0.0,,5.0,"Caroline's Treasures French Bulldog Indoor or Outdoor Doormat 18"" x 27""",https://images-na.ssl-images-amazon.com/images/I/418neX3%2BObL.jpg,2,08/08/2024,info.afgretail@gmail.com,
902.0,638508220233,b01enpw1mm,,Home,Storage,BN19,BN,S,,1.0,0.0,1.0,16.0,"Caroline's Treasures Great Dane Hard Day Leash or Key Holder 7434TH68, Triple",https://images-na.ssl-images-amazon.com/images/I/51uViGBvx%2BL.jpg,,23/7/2024,info.afgretail@gmail.com,
1644.0,615872869510,b00qqpqxta,,Kitchen,Bar & Beverage,BN42,BN,S,,1.0,0.0,1.0,8.0,"Caroline's Treasures KJ1230BU-8808 Yorkie Puppy/Yorkshire Terrier Zippered Insulated School Washable and Stylish Lunch Bag Cooler, Large, Blue",https://images-na.ssl-images-amazon.com/images/I/41Ra0EaUrOL.jpg,,7/8/2024,info.afgretail@gmail.com,
1240.0,615872549467,b00h01svb2,,Kitchen,Bar & Beverage,BN28,BN,S,,1.0,0.0,1.0,2.0,"Caroline's Treasures LH9395PK Pomeranian Lunch or Doggie Bag, Large, Pink",https://images-na.ssl-images-amazon.com/images/I/41azR6y08kL.jpg,,29/7/2024,info.afgretail@gmail.com,
1667.0,615872509102,b00ivsj57c,,Home,Storage,BN43,BN,S,,1.0,0.0,1.0,11.0,"Caroline's Treasures Little Ballerina Corgi Leash Holder or Key Hook, Large, Multicolor",https://images-na.ssl-images-amazon.com/images/I/41NU2vXkvDL.jpg,,7/8/2024,info.afgretail@gmail.com,
1847.0,705332177924,B006Y21N4K,,Home,Decor,R1-B9-S0,BN,O,,1.0,0.0,,2.0,"Caroline's Treasures Mardi Gras Beads Indoor or Outdoor Doormat, Multicolor, 18"" x 27""",https://images-na.ssl-images-amazon.com/images/I/51TdpPweOTL.jpg,3,07/08/2024,gabrieladitya2803@gmail.com,
1241.0,615872548248,b00bsv8hqo,,Kitchen,Bar & Beverage,BN28,BN,S,,1.0,0.0,1.0,3.0,"Caroline's Treasures SC9124BU Basenji Lunch or Doggie Bag, Large, Blue",https://images-na.ssl-images-amazon.com/images/I/417zfN-6z4L.jpg,,29/7/2024,info.afgretail@gmail.com,
1022.0,615872550364,b00h14dpyq,,Kitchen,Bar & Beverage,BN24,BN,S,,1.0,0.0,1.0,14.0,"Caroline's Treasures SS4756-PK Rat Terrier Lunch or Doggie Bag, Large, Pink",https://images-na.ssl-images-amazon.com/images/I/41f2CM-1ooL.jpg,,25/7/2024,info.afgretail@gmail.com,
134.0,615872549696,B00H147KPQ,,Kitchen,Bar & Beverage,BN2,BN,M,,2.0,0.0,2.0,16.0,"Caroline's Treasures SS4758-BU Maltese Lunch or Doggie Bag, Large, Blue",https://images-na.ssl-images-amazon.com/images/I/41XLIAGYiNL.jpg,,26/1/2025,info.afgretail@gmail.com,N77483
1023.0,615872550166,b00h14h54m,,Kitchen,Bar & Beverage,BN24,BN,S,,2.0,0.0,2.0,15.0,"Caroline's Treasures SS4805-BU Scottish Terrier Lunch or Doggie Bag, Large, Blue",https://images-na.ssl-images-amazon.com/images/I/41Hw3wWCMHL.jpg,,10/3/2025,gabrieladitya2803@gmail.com,N82008
1846.0,787732840189,B00AK29MB6,,Home,Decor,R1-B9-S0,BN,O,,1.0,0.0,,999.0,"Caroline's Treasures SS8248MAT Maltese Indoor Outdoor Doormat, 18"" x 27""",https://images-na.ssl-images-amazon.com/images/I/513czno0wdL.jpg,1,07/08/2024,info.afgretail@gmail.com,
1850.0,615872810734,B00OGQVCSI,,Home,Decor,R1-B9-S0,BN,O,,1.0,0.0,,2.0,"Caroline's Treasures Welcome to The Cabin Indoor or Outdoor Mat, 24"" x 36""",https://images-na.ssl-images-amazon.com/images/I/41rKkhzGYAL.jpg,4,07/08/2024,info.afgretail@gmail.com,
131.0,615872550494,B00H14R8IK,,Kitchen,Bar & Beverage,BN2,BN,M,,1.0,0.0,1.0,13.0,"Caroline's Treasures Wheaten Terrier Soft Coated Lunch or Doggie Bag Large, Pink",https://images-na.ssl-images-amazon.com/images/I/41Gn%2BSfrHmL.jpg,,7/7/2024,info.afgretail@gmail.com,
3383.0,4971850968689,,A168WA-1WDF,,,WTCH-0016,BN,O,,,0.0,0.0,999.0,CASIO A168WA-1W Unisex Black Digital Watch with Silver Band A168WA-1WDF,https://www.augoods.com.au/assets/thumb/FJ-A168WA-1WDF.jpg,,,,
3387.0,4549526240720,,A168WGG-1BDF,,,WTCH-0145,BN,O,,,34.0,34.0,1.0,Casio A168WGG-1B Vintage Black Digital Gray Ion Plated Band Unisex Fashion Watch,https://www.augoods.com.au/assets/thumb/FJ-A168WGG-1BDF.jpg,,,,
3391.0,4549526221835,,A700WM-7ADF,,,WTCH-0031,BN,O,,,34.0,35.0,1.0,Casio A700WM-7A Digital Unisex Watch Retro Stainless Steel LED A700 AU Stock,https://www.augoods.com.au/assets/thumb/FJ-A700WM-7ADF.jpg,,25/03/2025,info.afgretail@gmail.com,N83747
3393.0,4971850443339,,AE-1000W-1AVDF,,,WTCH-0011,BN,O,,,4.0,4.0,1.0,Casio AE-1000W-1AV Black Youth Series World Time Unisex Digital Sports Watch,https://www.augoods.com.au/assets/thumb/FJ-AE-1000W-1AVDF.jpg,,23/03/2025,info.afgretail@gmail.com,N83370
3021.0,4971850968733,,AE-1200WH-1AVDF,,,R8-B15-S2,BN,O,,3.0,0.0,3.0,999.0,Casio AE-1200WH-1AV Men's Watch 10 Year Battery Resin Band Unisex AU Stock,https://www.augoods.com.au/assets/thumb/FJ-AE-1200WH-1AVDF.jpg,,29/07/2024,info.afgretail@gmail.com,N57474
3396.0,4971850906537,,AE-1200WHB-3BVDF,,,WTCH-0044,BN,O,,,19.0,19.0,1.0,Casio AE-1200WHB-3B Green Nylon Band Digital World Time Square Men's Sport Watch,https://www.augoods.com.au/assets/thumb/FJ-AE-1200WHB-3BVDF.jpg,,27/03/2025,info.afgretail@gmail.com,"N83907,N83908,N83909,N83918,N83919,N83920,N83921,N83922,N83928,N83931,N83944,N83948,N83952,N83954,N83957,N83959,N83960,N83961,N83962,N83964,N83966,N83968,N83978,N83979,N83980,N83984,N83986,N83987,N83989,N83991,N83992,N83994,N84002,N84005,N84007,N84009,N84010,N84014,N84016,N84017,N84018,N84021,N84024,N84025,N84027,N84028,N84031,N84032"
3031.0,4971850968795,,AE-1200WHD-1AVDF,,,R8-B15-S2,BN,O,,4.0,0.0,4.0,999.0,Casio AE1200WHD-1A Digital Sports World Stainless Steel AE-1200WHD-1A Mens Watch,https://www.augoods.com.au/assets/thumb/FJ-AE-1200WHD-1AVDF.jpg,,22/09/2024,info.afgretail@gmail.com,N63121
3398.0,4971850988175,,AE-1300WH-8AVDF,,,WTCH-0163,BN,O,,,10.0,10.0,1.0,Casio AE1300WH-8A Unisex Black Digital Watch with Black Band,https://www.augoods.com.au/assets/thumb/FJ-AE-1300WH-8AVDF.jpg,,,,
3400.0,4549526351419,,AE-1500WH-2AVDF,,,WTCH-0058,BN,O,,,4.0,4.0,1.0,Casio AE1500WH-2A Men's Wide Face Blue Digital Resin Strap Watch,https://www.augoods.com.au/assets/thumb/FJ-AE-1500WH-2AVDF.jpg,,,,
3401.0,4549526296994,,AE-1500WH-8BVDF,,,WTCH-0015,BN,O,,,32.0,32.0,1.0,Casio AE1500WH-8BV Chronograph Watch Gray Resin Band Alarm Illuminator AU Stock,https://www.augoods.com.au/assets/thumb/FJ-AE-1500WH-8BVDF.jpg,,,,
3403.0,4549526112430,,AEQ-110BW-9AVDF,,,WTCH-0051,BN,O,,,15.0,15.0,1.0,CASIO AEQ110BW-9A Unisex Black/Gold Analog/Digital Watch Black Band AU Stock,https://www.augoods.com.au/assets/thumb/FJ-AEQ-110BW-9AVDF.jpg,,,,
3451.0,4971850082606,,MTP-V001L-1BUDF,,,WTCH-0098,BN,O,,,6.0,6.0,1.0,Casio Analog Quartz MTP-V001L-1BUDF MTPV001L-1BUDF Men's Watch,https://www.augoods.com.au/assets/thumb/FJ-MTP-V001L-1BUDF.jpg,,,,
3405.0,4549526241192,,AQ-230GG-2ADF,,,WTCH-0160,BN,O,,,10.0,10.0,1.0,Casio AQ-230GG-2A Grey Blue Stainless Steel Retro Digital Analog Dual Time Watch,https://www.augoods.com.au/assets/thumb/FJ-AQ-230GG-2ADF.jpg,,,,
3410.0,4549526312823,,BGA-290-1ADR,,,WTCH-0153,BN,O,,,0.0,0.0,999.0,Casio Baby-G Ladies Watch BGA-290 Series World Time Quartz BGA-290-1ADR,https://www.augoods.com.au/assets/thumb/FJ-BGA-290-1ADR.jpg,,,,
3441.0,4971850954415,,LRW-200H-1B,,,WTCH-0024,BN,O,,,3.0,3.0,1.0,Casio Black Women's Diver Analog Vintage Watch LRW200H-1B - LRW-200H-1BV,https://www.augoods.com.au/assets/thumb/FJ-LRW-200H-1BVDF.jpg,,,,
3465.0,4549526192760,,W-218H-3AVDF,,,WTCH-0077,BN,O,,,1.0,1.0,1.0,Casio Black/Green 50m Multi-Function Unisex Digital Sports Watch W-218H-3A,https://www.augoods.com.au/assets/thumb/FJ-W-218H-3AVDF.jpg,,,,
3415.0,4549526271045,,CA-53WF-4BDF,,,WTCH-0137,BN,O,,,8.0,8.0,1.0,Casio CA-53WF-4B Red Vintage Retro Style Unisex Digital Calculator Watch,https://www.augoods.com.au/assets/thumb/FJ-CA-53WF-4BDF.jpg,,,,
3416.0,4549526271052,,CA-53WF-8BDF,,,WTCH-0147,BN,O,,,7.0,7.0,1.0,Casio CA-53WF-8B White Vintage Retro Style Unisex Digital Calculator Watch,https://www.augoods.com.au/assets/thumb/FJ-CA-53WF-8BDF.jpg,,,,
3413.0,4549526271021,,CA-53WF-2BDF,,,WTCH-0122,BN,O,,,10.0,10.0,1.0,Casio Calculator CA-53WF-2BDF Silicone Blue Unisex Watch AU Stock,https://www.augoods.com.au/assets/thumb/FJ-CA-53WF-2BDF.jpg,,,,
3409.0,4549526169342,,B650WC-5ADF,,,WTCH-0094,BN,O,,,3.0,3.0,1.0,Casio Classic 43mm Rose Gold Steel Digital Men's Watch - B650WC-5ADF,https://www.augoods.com.au/assets/thumb/FJ-B650WC-5ADF.jpg,,,,
3448.0,4971850439196,,MQ-24-1ELDF,,,WTCH-0065,BN,O,,,5.0,5.0,1.0,Casio Classic Quartz MQ-24-1ELDF MQ24-1ELDF Men's Watch,https://www.augoods.com.au/assets/thumb/FJ-MQ-24-1ELDF.jpg,,,,
3417.0,4971850821359,,DBC-32-1ADF,,,WTCH-0027,BN,O,,,2.0,2.0,1.0,Casio DBC-32-1A Black Classic Databank Unisex Digital Calculator Watch,https://www.augoods.com.au/assets/thumb/FJ-DBC-32-1ADF.jpg,,,,
3399.0,4549526296932,,AE-1500WH-1AVDF,,,WTCH-0045,BN,O,,,25.0,25.0,1.0,Casio Digital Black Resin Band Men's Watch AE1500WH-1A AE-1500WH-1A AU Stock,https://www.augoods.com.au/assets/thumb/FJ-AE-1500WH-1AVDF.jpg,,,,
3424.0,4971850798682,,F-91W-3DG,,,WTCH-0018,BN,,,,14.0,14.0,1.0,Casio Digital Classic Sports Chronograph Alarm Stopwatch F-91W-3DG Men's Watch,https://www.augoods.com.au/assets/thumb/FJ-F-91W-3DG.jpg,,27/03/2025,info.afgretail@gmail.com,N83953
3042.0,4549526324123,,AE-1500WHX-1AVDF,,,R8-B15-S2,BN,O,,1.0,4.0,5.0,6.0,Casio Digital Resin Quartz AE-1500WHX-1A AE1500WHX-1 100M Men's Watch AU Stock,https://www.augoods.com.au/assets/thumb/FJ-AE-1500WHX-1AVDF.jpg,,27/06/2024,info.afgretail@gmail.com,N54192
